1.000000000000000000e+00,2.080717232063037159e+00
2.000000000000000000e+00,1.150375829581245846e+00
3.000000000000000000e+00,7.257304828816912856e-01
4.000000000000000000e+00,1.935671805716539629e+00
5.000000000000000000e+00,9.203670172748811273e-01
6.000000000000000000e+00,3.388710857366258877e-01
7.000000000000000000e+00,1.861340092554361725e+00
8.000000000000000000e+00,1.342580518398662992e+00
9.000000000000000000e+00,1.319063580447281225e+00
1.000000000000000000e+01,1.327003757831751285e+00
1.100000000000000000e+01,3.276233813750746293e-01
1.200000000000000000e+01,1.553187758701534138e+00
1.300000000000000000e+01,8.557411001299668196e-02
1.400000000000000000e+01,1.028787543114247027e+00
1.500000000000000000e+01,1.026686017012633512e+00
1.600000000000000000e+01,8.964002658801397683e-01
1.700000000000000000e+01,1.040906256172802413e+00
1.800000000000000000e+01,4.208030638829490244e-01
1.900000000000000000e+01,1.968725612805051872e+00
2.000000000000000000e+01,4.861686477797665940e-01
2.100000000000000000e+01,1.305981471171691055e+00
2.200000000000000000e+01,1.257789669285895640e+00
2.300000000000000000e+01,1.195778508966687248e+00
2.400000000000000000e+01,6.973957542761649586e-01
2.500000000000000000e+01,5.208507366358495760e-01
2.600000000000000000e+01,2.289647416185583706e-01
2.700000000000000000e+01,9.936255017943151913e-01
2.800000000000000000e+01,1.303866753564495662e+00
2.900000000000000000e+01,9.070681251034188319e-01
3.000000000000000000e+01,9.137043067869214941e-01
3.100000000000000000e+01,5.628396777594590894e-01
3.200000000000000000e+01,-1.874340488468154986e-01
3.300000000000000000e+01,1.754030783150263284e+00
3.400000000000000000e+01,3.687706152440795027e-01
3.500000000000000000e+01,5.502948322162681816e-01
3.600000000000000000e+01,1.588285444021618531e+00
3.700000000000000000e+01,1.070661581571894061e+00
3.800000000000000000e+01,2.734978498983189343e-01
3.900000000000000000e+01,8.827657104989756753e-01
4.000000000000000000e+01,9.559249745960345379e-01
4.100000000000000000e+01,1.003638588917942664e+00
4.200000000000000000e+01,1.397714924416594284e+00
4.300000000000000000e+01,-1.202231680456123109e-01
4.400000000000000000e+01,7.554104776091227214e-01
4.500000000000000000e+01,8.238083425406581561e-01
4.600000000000000000e+01,7.007533532363282580e-01
4.700000000000000000e+01,1.358591834858918768e+00
4.800000000000000000e+01,1.151620678962027355e+00
4.900000000000000000e+01,3.959569282296073189e-01
5.000000000000000000e+01,8.775460036958946386e-01
5.100000000000000000e+01,2.759076854610169605e-01
5.200000000000000000e+01,1.344531585896870274e+00
5.300000000000000000e+01,7.487449620317967458e-01
5.400000000000000000e+01,7.227889911822263924e-01
5.500000000000000000e+01,6.577413893525309030e-01
5.600000000000000000e+01,-1.843891599676800858e-02
5.700000000000000000e+01,1.141064890825866707e+00
5.800000000000000000e+01,8.282656805464576610e-01
5.900000000000000000e+01,1.045387215450432894e+00
6.000000000000000000e+01,9.034553718780340414e-01
6.100000000000000000e+01,7.034790551285738935e-01
6.200000000000000000e+01,1.063928608754745486e+00
6.300000000000000000e+01,1.616517178628544549e-01
6.400000000000000000e+01,1.088515261098425002e+00
6.500000000000000000e+01,4.358915909179731929e-01
6.600000000000000000e+01,9.252456971473163039e-01
6.700000000000000000e+01,3.735075995902721324e-01
6.800000000000000000e+01,9.376356563933521127e-01
6.900000000000000000e+01,5.554248876171888893e-01
7.000000000000000000e+01,7.403220795629190665e-01
7.100000000000000000e+01,6.183432788958472814e-01
7.200000000000000000e+01,7.750779204732631822e-01
7.300000000000000000e+01,1.028768956498157694e+00
7.400000000000000000e+01,6.622727009029543144e-01
7.500000000000000000e+01,2.557543839235091321e-01
7.600000000000000000e+01,8.836319112626016548e-01
